NOME_SALA;TITULO_ORIGINAL;PUBLICO
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;COME AWAY;35
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;COMO SE TORNAR O PIOR ALUNO DA ESCOLA;497
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;COMPANION;1555
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;COPA DE ELITE;512
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;CORALINE 15TH ANNIVERSARY;623
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;CRAWL;426
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;CREED;720
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;CREED III;8
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;CRUELLA;453
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;CRÔ EM FAMILIA;878
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;D.P.A. - DETETIVES DO PRÉDIO AZUL;1364
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;D.P.A. - O FANTÁSTICO REINO DE ONDION;11
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DADDY'S HOME 2;1112
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DARK TOWER;102
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DARKEST HOUR;725
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DAVID;58
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DC LEAGUE OF SUPERPETS;2971
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DEADPOOL & WOLVERINE;352
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DEADPOOL 2;247
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DEATH WISH;357
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DEEPWATER HORIZON;423
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DEMON SLAYER -KIMETSU NO YAIBA- THE MOVIE: INFINITY CASTLE;449
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DEMON SLAYER: MUGEN TRAIN;168
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DEMON SLAYER: TO THE SWORDSMITH VILLAGE;504
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DEN OF THIEVES 2: PANTERA;164
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;DESCULPE O TRANSTORNO;640
